SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500690,GUJ.ST.FERT ,A ,Q,88.40,88.70,86.50,87.55,87.55,87.90,1326,483441,42493941.00,
500696,HIND UNI LT ,A ,Q,1756.00,1756.10,1724.95,1739.40,1739.40,1753.30,4137,53966,94084296.00,
500710,AKZOINDIA   ,A ,Q,1750.00,1764.85,1745.00,1746.40,1745.00,1734.70,52,156,274209.00,
500730,NOCIL LTD   ,A ,Q,114.00,114.75,111.35,111.80,111.80,114.05,1523,63164,7141378.00,
500770,TATA CHEM.  ,A ,Q,592.20,598.00,589.05,593.75,593.00,592.20,643,21814,12941841.00,
500777,T.P.L.      ,B ,Q,33.05,34.05,32.60,33.75,33.85,33.30,145,19919,667458.00,
500780,ZUARIGLOB   ,B ,Q,86.75,88.15,86.55,86.65,86.55,87.30,21,807,70212.00,
500790,NESTLE (I)  ,A ,Q,11756.50,11804.75,11650.00,11685.60,11655.00,11801.25,439,1009,11826359.00,
500800,TATAGLOBAL  ,A ,Q,266.90,266.90,261.45,263.50,263.50,263.45,775,84882,22429206.00,
500820,ASIAN PAINTS,A ,Q,1342.05,1342.05,1291.45,1320.45,1320.45,1339.75,3416,67661,88602326.00,
500825,BRITANIA IND,A ,Q,2829.00,2829.00,2732.00,2763.10,2763.10,2782.00,1158,12139,33496254.00,
500830,COLGATE PALM,A ,Q,1173.00,1175.95,1149.75,1165.20,1165.20,1173.35,1255,57225,66138150.00,
500840,EIH LTD.    ,A ,Q,178.20,178.95,176.30,176.90,178.50,177.80,45,1176,208172.00,
500850,INDIAN HOTEL,A ,Q,149.00,151.45,147.00,147.95,148.05,147.80,418,23646,3522616.00,
500870,CASTROL     ,A ,Q,126.05,126.60,124.15,126.20,126.00,125.60,1018,56950,7154098.00,
500875,ITC LTD.    ,A ,Q,278.50,278.50,272.45,273.05,273.05,277.30,7436,620321,169920346.00,
500877,APOLLO TYRES,A ,Q,186.30,189.25,185.15,186.40,186.40,187.50,1046,128397,24024905.00,
500878,CEAT LIMITED,A ,Q,904.05,910.30,895.10,904.95,899.00,904.90,388,11288,10211493.00,
500940,FINOLEX IND.,A ,Q,505.45,510.00,500.35,505.90,503.50,510.00,236,2833,1431870.00,
501148,DALAL ST INV,XT,Q,206.60,214.90,206.50,206.50,206.50,210.70,6,44,9095.00,
501150,CENTRUM CAP ,A ,Q,26.10,26.50,25.35,26.10,26.10,26.10,108,17713,458412.00,
501242,TCI FINANCE ,B ,Q,11.00,12.05,10.96,11.90,11.75,11.49,46,2045,24192.00,
501295,INDUS.INV.TR,B ,Q,75.00,82.95,75.00,78.00,78.00,72.00,11,650,50764.00,
501298,INDUS.&PRUD.,X ,Q,927.20,927.20,860.50,862.25,927.00,919.00,5,49,42899.00,
501301,TATA INVEST.,A ,Q,881.00,881.70,873.95,875.70,874.00,881.80,115,1050,919539.00,
501314,GROMOTRADE  ,X ,Q,452.50,452.80,452.50,452.70,452.70,452.55,141,1071,484718.00,
501370,WALCHAND PF ,X ,Q,84.35,84.35,77.00,77.60,77.00,80.60,3,59,4646.00,
501423,SHA ENG PLA ,X ,Q,589.95,591.10,533.05,552.35,552.00,565.65,53,319,178580.00,
501425,BOM.BURMAH  ,A ,Q,909.95,913.80,894.55,899.35,899.35,906.20,535,4369,3945306.00,
501430,BOM.CYCLE   ,X ,Q,2636.10,2694.95,2631.50,2693.95,2694.00,2770.00,13,33,87574.00,
501455,GREAVES COTT,A ,Q,136.90,138.50,135.70,137.90,137.00,138.00,257,13360,1830392.00,
501700,INDIA NIVEH ,X ,Q,65.30,65.45,65.15,65.30,65.45,65.40,40,5893,385002.00,
501831,COAST CORP  ,X ,Q,267.00,267.00,250.00,255.00,255.40,257.35,118,12648,3259489.00,
501833,CHOWGULE ST ,XT,Q,5.00,5.25,5.00,5.25,5.25,5.00,4,650,3400.00,
501848,GLOBAL OFFS ,B ,Q,8.95,8.96,8.95,8.96,8.96,8.70,4,84,752.00,
501945,DHENUBUILD  ,X ,Q,2.00,2.00,2.00,2.00,2.00,2.00,1,3000,6000.00,
502015,ASIIL       ,X ,Q,14.19,14.19,12.55,13.31,13.20,13.41,41,10704,143465.00,
502090,SAGAR CEM.  ,B ,Q,653.15,666.00,650.00,662.80,659.55,664.80,13,36,23508.00,
502137,DECAN CEMENT,B ,Q,377.00,385.00,377.00,385.00,385.00,384.80,13,52,19751.00,
502157,MANGALAM CEM,B ,Q,237.45,242.00,237.45,240.10,240.50,239.30,20,145,34764.00,
502168,N C L IND.  ,B ,Q,126.45,131.00,126.45,127.25,126.60,126.30,18,247,31870.00,
502175,SAURAS.CEM. ,X ,Q,41.00,41.45,40.10,40.10,40.10,40.65,6,275,11177.00,
502180,SRI DIGV CEM,X ,Q,15.19,15.20,14.05,14.93,14.96,14.67,178,116704,1730657.00,
502219,BOROSIL GLAS,B ,Q,170.35,172.20,165.75,168.10,168.10,170.80,306,9540,1610760.00,
502281,TRIVENI GLAS,XT,Q,6.52,6.81,6.25,6.25,6.25,6.49,9,5817,37689.00,
502330,IPAPPM      ,B ,Q,430.00,430.90,429.05,429.40,429.30,429.95,99,2329,1000379.00,
502355,BALKRISH IND,A ,Q,717.90,729.00,710.85,726.85,729.00,718.55,638,17389,12550112.00,
502407,NATH PULP   ,X ,Q,61.30,61.30,60.00,61.00,61.00,63.00,7,282,17117.00,
502420,ORIENT PAPER,B ,Q,28.50,29.40,27.95,28.10,28.10,28.50,255,37757,1071896.00,
502448,ROLLATAINER ,T ,Q,1.69,1.75,1.69,1.75,1.75,1.77,5,1346,2275.00,
502450,SESHA.PAPER ,B ,Q,967.00,983.35,967.00,975.05,975.05,988.60,51,662,643455.00,
502587,RAMA PULP   ,X ,Q,63.85,63.85,60.00,60.90,60.95,61.80,25,1901,114523.00,
502742,SINTEX IND. ,B ,Q,2.96,3.01,2.82,2.95,2.95,2.94,371,365954,1067281.00,
502761,BLUE BLEND  ,T ,Q,1.75,1.75,1.75,1.75,1.75,1.80,1,210,367.00,
502820,DCM LTD.    ,B ,Q,30.00,30.00,28.40,29.00,29.00,29.25,15,459,13336.00,
502865,FORBES & CO ,B ,Q,1772.80,1875.00,1770.00,1805.15,1805.00,1749.10,78,286,517318.00,
502873,H.P.COTTON  ,X ,Q,25.90,25.90,25.90,25.90,25.90,26.90,1,7,181.00,
502893,UNITEDINT   ,X ,Q,11.73,11.73,11.73,11.73,11.73,11.73,2,1000,11730.00,
502937,KESORAM IND ,B ,Q,64.75,68.40,64.00,66.20,65.90,64.00,465,27485,1824767.00,
502958,LAKSHMI MILL,X ,Q,2200.00,2200.00,2070.00,2095.00,2070.00,2050.00,9,20,42349.00,
502986,VARDH TEXT  ,A ,Q,1040.00,1044.60,1037.00,1041.45,1044.60,1038.85,45,296,307811.00,
503031,PENLAND LTD ,B ,Q,5.70,6.09,5.52,5.76,5.94,5.99,81,25553,150050.00,
503100,PHOENIX MILL,A ,Q,617.90,637.80,616.05,627.90,637.80,613.85,42,261,162404.00,
503101,MARATHON NEX,B ,Q,91.90,91.90,90.00,90.00,90.00,94.45,2,158,14410.00,
503162,REL.CHEMOTX ,X ,Q,65.30,68.95,64.00,65.00,65.00,66.60,46,2350,154843.00,
503169,RUBY MILLS  ,B ,Q,196.55,205.00,194.25,198.80,197.10,195.00,115,1508,302280.00,
503229,SIMPLEX REAL,X ,Q,58.90,59.00,58.55,58.55,58.55,61.60,7,1108,65141.00,
503310,SWAN ENG    ,A ,Q,103.15,105.70,102.15,105.00,104.35,103.30,317,144960,15113453.00,
503349,VICTORIA MIL,X ,Q,2250.00,2250.00,2250.00,2250.00,2250.00,2240.00,1,1,2250.00,
503624,SVARAJ TRAD ,XT,Q,112.25,113.25,112.25,113.15,113.25,112.75,15,5200,586399.00,
503657,VEER ENERGY ,X ,Q,7.90,8.15,7.26,8.09,8.13,7.54,50,6295,49712.00,
503663,TILAK       ,X ,Q,0.54,0.54,0.54,0.54,0.54,0.54,1,900,486.00,
503722,BANSW.SYNTEX,B ,Q,63.85,67.45,63.85,66.70,67.45,66.60,7,7,461.00,
503772,MODELLA WOOL,X ,Q,14.71,14.71,14.71,14.71,14.71,14.01,2,2000,29420.00,
503776,MODIPON     ,X ,Q,17.15,17.15,17.15,17.15,17.15,18.05,1,5,85.00,
503804,SHRI DINESH ,X ,Q,118.00,123.00,118.00,123.00,123.00,120.00,8,971,115295.00,
503806,SRF LIMITED ,A ,Q,2881.90,2892.00,2758.00,2796.00,2796.00,2881.90,1631,18770,53262033.00,
503811,SIYARAM SILK,B ,Q,306.00,307.00,300.00,300.00,300.00,308.15,26,387,117648.00,
503831,FOMENTO HOTE,X ,Q,87.00,87.00,87.00,87.00,87.00,87.10,1,60,5220.00,
503960,BHARAT BIJLE,B ,Q,1016.00,1023.95,1003.00,1010.85,1003.00,1002.65,50,412,416673.00,
504000,ELPRO INTER ,X ,Q,48.85,50.80,48.60,49.55,49.55,48.00,42,8042,398626.00,
504008,EMCO LTD.   ,T ,Q,2.40,2.45,2.40,2.40,2.40,2.34,10,5796,13945.00,
504028,GEE LTD     ,X ,Q,24.95,26.00,23.80,24.00,24.00,25.00,33,1671,41515.00,
504036,HIND.RECT   ,B ,Q,129.45,129.45,123.25,124.20,123.25,125.45,11,419,52151.00,
504058,NIPPOBATRY  ,B ,Q,466.95,466.95,445.10,447.05,445.10,450.15,35,135,60741.00,
504067,ZENSAR TECH.,A ,Q,253.00,253.00,248.05,249.30,248.10,253.60,78,1171,293172.00,
504076,JYOTI LTD.  ,XT,Q,7.35,7.35,7.35,7.35,7.35,7.00,3,422,3101.00,
504084,KAYCEE IND  ,X ,Q,3300.00,3300.00,3251.00,3251.00,3251.00,3270.00,4,23,75851.00,
504092,INDOKEM LTD.,X ,Q,9.30,9.30,9.30,9.30,9.30,8.90,1,30,279.00,
504093,PANA ENERG  ,X ,Q,159.95,161.05,155.00,160.25,161.00,155.05,51,1721,273680.00,
504112,NELCO LTD.  ,B ,Q,283.05,293.15,283.05,292.20,292.20,284.15,314,8654,2511678.00,
504132,PERM MAGNETS,X ,Q,155.00,162.70,148.00,151.80,151.00,157.85,170,8892,1358444.00,
504176,HIGH ENERGY ,X ,Q,200.00,200.00,175.00,177.05,179.90,193.40,29,704,128730.00,
504212,UNIV.CABLE  ,B ,Q,192.10,195.15,192.00,194.35,194.35,194.40,73,1907,368775.00,
504240,DELTON CABLE,X ,Q,17.40,18.80,17.40,18.30,18.30,18.30,16,21322,371029.00,
504258,LAKSHMI ELEC,X ,Q,449.80,454.95,448.00,452.00,452.00,443.10,33,1187,535497.00,
504286,DELTA MAG   ,B ,Q,44.65,49.00,44.65,47.55,49.00,46.95,4,15,713.00,
504335,PAZEL       ,X ,Q,1.50,1.50,1.47,1.48,1.48,1.48,169,1744520,2592256.00,
504341,RELTD       ,X ,Q,32.50,34.95,32.50,34.00,34.00,32.50,3,400,13718.00,
504351,EMPOWER     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,4000,760.00,
504378,NYSSACORP   ,X ,Q,1.30,1.30,1.30,1.30,1.30,1.28,1,600,780.00,
504392,KRISHNA VEN ,XT,Q,9.20,9.20,8.36,8.36,8.36,8.80,2,200,1756.00,
504605,UNI ABEX    ,X ,Q,481.65,481.65,481.65,481.65,481.65,506.95,10,161,77545.00,
504614,SARDA ENMIN ,B ,Q,216.90,217.30,209.80,210.90,210.15,214.45,169,2855,605832.00,
504697,GALADA TELE.,X ,Q,1.76,1.76,1.76,1.76,1.76,1.85,2,5,8.00,
504741,IND.HUME PIP,B ,Q,299.00,313.00,296.20,307.75,310.00,299.55,157,2742,846057.00,
504786,INVEST &PREC,X ,Q,182.00,192.00,181.00,188.30,188.30,184.00,26,926,174301.00,
504879,ORIENT ABRAS,B ,Q,17.65,19.05,17.65,19.05,19.05,18.90,23,5078,92294.00,
504918,SANDUR MANG.,X ,Q,787.00,800.00,778.00,783.05,783.05,777.40,114,2713,2131480.00,
504959,STOVAC IND. ,X ,Q,2020.55,2089.95,2020.30,2051.20,2047.00,2099.80,45,171,351552.00,
504961,TATA YODOGAW,XT,Q,38.20,38.20,37.00,38.00,38.00,37.00,7,132,5008.00,
504966,TINPLATE    ,B ,Q,128.00,129.50,123.35,128.80,129.00,127.35,818,57890,7406332.00,
504973,CHOLAHLDNG  ,A ,Q,490.90,490.90,449.00,478.70,483.50,478.00,134,3220,1507550.00,
505010,AUTO AXLES  ,B ,Q,1005.30,1030.00,1005.30,1022.90,1026.20,1027.20,54,156,158683.00,
505029,ATLAS CYCLES,T ,Q,35.00,36.50,34.40,36.20,36.20,36.20,33,2047,72671.00,
505036,AUTO COR.GOA,X ,Q,477.00,490.00,471.20,478.25,471.20,483.60,59,1263,607985.00,
505075,SETCO AUTO  ,B ,Q,18.15,18.40,17.95,18.10,18.00,18.25,176,49644,898873.00,
505141,SCOOTERS IND,T ,Q,27.00,27.90,26.85,27.00,27.00,28.25,28,1911,51551.00,
505160,TALBROS AUTO,B ,Q,145.00,145.00,141.00,143.00,143.00,148.80,53,627,89344.00,
505163,ZF STEERING ,X ,Q,510.00,524.95,509.20,518.60,521.00,517.95,60,1394,722589.00,
505192,SMLISUZU    ,B ,Q,670.00,710.70,670.00,674.60,675.00,676.25,175,996,683214.00,
505196,TIL LTD.    ,B ,Q,234.20,243.40,228.05,229.75,231.00,239.40,66,582,136728.00,
505200,EICHER MOTOR,A ,Q,19055.00,19282.00,18700.00,19037.60,19019.00,19040.90,1522,3458,65589819.00,
505216,ALFRED HERB ,X ,Q,550.00,550.00,535.20,535.40,536.00,563.35,35,665,356249.00,
505230,CIMMCO      ,B ,Q,24.80,25.05,24.60,25.05,24.75,25.00,11,1696,42035.00,
505242,DYNAMAT.TECH,B ,Q,1404.10,1404.10,1352.75,1352.75,1352.75,1362.05,2,6,8373.00,
505250,G.G.DANDEKAR,X ,Q,49.95,49.95,45.35,49.90,49.90,47.60,15,221,10177.00,
505255,GMM PFAUDLER,B ,Q,1309.40,1328.00,1287.05,1300.30,1300.50,1305.90,64,423,553989.00,
505283,KIRLOSAR PN ,B ,Q,186.90,200.00,176.10,180.05,180.00,181.95,169,7419,1329964.00,
505299,KULK-POWER  ,X ,Q,59.20,59.20,59.20,59.20,59.20,61.50,1,6,355.00,
505302,LAXMI AUTOLM,X ,Q,29.00,29.00,29.00,29.00,29.00,30.35,1,200,5800.00,
505324,MANUGRAPH IN,B ,Q,18.60,19.10,18.50,18.55,18.90,18.80,26,1664,31282.00,
505343,MONOTYPE IND,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
505355,NESCO LTD   ,B ,Q,555.00,563.70,537.40,549.50,560.00,551.50,437,4424,2409488.00,
505358,INTEGRA ENG ,X ,Q,41.00,43.95,41.00,42.70,42.70,41.80,63,44813,1878864.00,
505368,REVATHI EQU.,B ,Q,399.00,401.90,381.20,387.40,401.90,398.00,18,420,163171.00,
505400,TEXINFRA    ,B ,Q,45.85,46.55,45.85,46.35,46.55,45.55,7,329,15195.00,
505412,WENDT(INDIA),B ,Q,2550.00,2550.00,2460.00,2499.00,2499.00,2473.45,14,28,69570.00,
505509,RESPON IND  ,B ,Q,96.00,96.00,92.00,92.75,93.00,92.75,207,22445,2080224.00,
505523,MAHA CORP   ,X ,Q,0.21,0.21,0.21,0.21,0.21,0.20,2,600,126.00,
505526,DOLAT INV.  ,X ,Q,44.20,44.20,42.40,43.20,42.80,44.60,238,103250,4430202.00,
505533,WESTLIFE DEV,A ,Q,300.00,302.00,294.10,298.50,298.50,298.80,556,56074,16804884.00,
505537,ZEE ENTER   ,A ,Q,338.00,340.45,327.05,331.60,331.60,334.35,6717,1119919,371794034.00,
505590,SVPGLOB     ,X ,Q,322.00,349.30,322.00,345.00,345.00,334.55,41,8060,2772546.00,
505681,BIMETAL BEAR,X ,Q,370.00,399.75,370.00,396.00,396.00,370.00,48,2597,1021811.00,
505688,BHARAT GEARS,B ,Q,90.05,96.35,90.05,92.15,92.10,93.90,80,1282,120548.00,
505700,ELECON ENG  ,B ,Q,44.65,45.00,44.10,44.25,44.50,44.15,94,19953,884089.00,
505710,GRAUER& WEIL,B ,Q,48.20,48.55,47.50,48.05,48.05,48.35,283,670245,32158364.00,
505711,GAJRA BEVEL ,XT,Q,0.50,0.50,0.50,0.50,0.50,0.50,1,300,150.00,
505712,HIMTEK      ,X ,Q,55.90,55.90,52.25,54.30,53.40,53.70,20,111,5972.00,
505714,GABRIEL(I)  ,B ,Q,106.00,107.50,102.00,103.00,103.00,106.90,275,6474,676784.00,
505720,HERC.HOISTS ,B ,Q,99.10,99.10,96.20,97.60,97.60,97.80,15,272,26658.00,
505726,IFB IND.LTD.,B ,Q,722.20,742.25,722.20,732.15,732.00,727.70,51,332,242328.00,
505729,SINGER INDIA,X ,Q,35.40,36.15,34.75,35.35,35.60,35.05,103,29105,1032683.00,
505737,INTER.COMBUS,X ,Q,230.00,243.00,226.40,234.60,240.00,232.40,27,1446,345511.00,
505744,FED MOG GOE ,B ,Q,584.35,596.20,582.00,594.50,594.95,576.85,58,753,444971.00,
505750,JOSTS ENG.  ,X ,Q,630.00,630.00,630.00,630.00,630.00,639.15,1,56,35280.00,
505790,SCHAEFFLER  ,A ,Q,4736.00,4741.05,4634.70,4675.55,4682.00,4711.60,65,179,840442.00,
505827,SNL BEARINGS,X ,Q,269.65,269.65,269.65,269.65,269.65,255.00,2,15,4044.00,
505840,JAIPAN INDUS,X ,Q,14.50,14.50,13.19,13.19,13.19,13.88,7,865,12098.00,
505850,MANCREDIT   ,X ,Q,52.40,52.40,49.30,50.70,50.70,49.95,30,2331,119048.00,
505854,TRF LTD.    ,B ,Q,108.00,109.75,107.00,108.35,108.75,107.30,111,5678,615465.00,
505872,WPIL LTD.   ,X ,Q,821.30,858.80,821.30,848.60,849.00,844.20,55,920,773201.00,
505890,KENNAMETAL  ,B ,Q,1082.00,1132.00,1082.00,1112.75,1100.00,1110.30,63,3294,3658816.00,
505978,TRITON VALVE,X ,Q,899.10,919.95,899.00,908.50,905.00,903.50,14,117,106152.00,
506022,PRAKASH IND.,B ,Q,59.00,59.00,54.75,56.15,56.05,57.40,314,46656,2605981.00,
506074,ARSHIYA     ,B ,Q,15.30,15.85,14.65,15.30,15.45,16.00,135,9100,139651.00,
506076,GRIND NORTON,A ,Q,591.00,603.00,575.00,596.80,588.00,582.60,128,1049,623944.00,
506105,STANROSE MAF,X ,Q,89.85,92.80,89.05,89.50,91.00,89.00,10,570,51010.00,
506109,GENESYS INT.,B ,Q,97.50,107.30,97.50,103.20,101.05,100.85,77,2100,215066.00,
506122,PANKAJPIYUS ,XT,Q,43.40,43.40,43.40,43.40,43.40,41.80,1,100,4340.00,
506128,PARNAXLAB   ,X ,Q,25.00,25.00,24.95,24.95,24.95,23.95,3,301,7514.00,
506146,VISAGAR POL ,T ,Q,0.34,0.34,0.32,0.34,0.34,0.33,17,19290,6448.00,
506186,GCKL        ,XT,Q,28.60,30.10,28.60,29.60,29.60,30.10,4,139,4016.00,
506194,ARIH SUPER  ,B ,Q,51.70,51.70,47.80,48.35,48.35,50.30,105,29787,1525743.00,
506197,BLISSGVS PH ,B ,Q,158.30,160.15,155.55,159.90,160.15,157.30,190,130990,20683101.00,
506222,INEOSSTYRO  ,B ,Q,435.00,442.00,425.15,435.00,434.80,425.95,41,760,327823.00,
506235,ALEMBIC LTD.,B ,Q,43.00,43.15,42.60,42.85,43.00,42.85,82,17509,752500.00,
506248,AMINES&PLAST,X ,Q,31.05,32.50,27.90,29.40,29.40,31.55,188,15934,468775.00,
506260,ANUH PHARMA ,X ,Q,128.00,131.75,125.60,131.70,131.75,128.00,16,1061,136525.00,
506261,MODISON MET.,X ,Q,41.15,41.15,40.65,41.00,41.00,41.25,7,1208,49586.00,
506285,BAYER CROP  ,A ,Q,3380.10,3405.00,3317.00,3337.15,3317.00,3450.65,178,331,1107248.00,
506365,CHEMO PHARMA,XT,Q,7.50,7.50,7.50,7.50,7.50,7.79,1,100,750.00,
506390,CLARI CHEM  ,B ,Q,298.00,300.95,297.00,298.15,300.00,297.95,84,1360,406363.00,
506395,COROM INTER ,A ,Q,407.00,409.00,400.00,402.45,401.00,407.40,198,2843,1150140.00,
506401,DEEPAK NITR.,A ,Q,302.50,302.50,296.75,298.75,297.70,304.20,391,9450,2830663.00,
506405,DHARAMSI CHM,X ,Q,150.30,157.95,150.30,153.15,153.15,155.90,44,1686,259963.00,
506414,DIL LTD     ,X ,Q,804.95,835.00,802.95,811.75,810.00,807.60,61,6559,5334872.00,
506480,GOCLCORP    ,B ,Q,250.00,253.45,240.00,240.60,240.00,254.05,28,429,104378.00,
506520,JAYSHRI CHEM,X ,Q,7.27,7.65,7.26,7.27,7.26,7.81,9,652,4741.00,
506522,JL MORISON  ,X ,Q,1360.00,1375.05,1360.00,1371.05,1371.05,1400.00,4,44,60185.00,
506525,KANORIA CHEM,B ,Q,52.45,54.00,52.15,53.40,53.40,53.00,50,2477,131457.00,
506528,KELTECH EN. ,X ,Q,670.00,728.00,670.00,675.00,675.00,669.05,8,26,17995.00,
506532,NITTA GELA  ,X ,Q,117.65,120.00,115.00,119.50,120.00,113.10,15,189,22339.00,
506579,ORIENT.CARB.,B ,Q,1150.00,1166.65,1133.00,1159.05,1159.05,1147.80,8,34,39245.00,
506590,PHIL.CARBON ,A ,Q,109.00,111.30,108.00,108.85,110.25,108.95,642,55613,6110407.00,
506597,AMAL PRODUCT,X ,Q,152.90,152.90,140.30,145.90,146.00,139.00,56,2584,372751.00,
506618,PUN.CHEM    ,B ,Q,605.10,616.00,597.80,612.85,612.85,619.90,65,483,293981.00,
506642,SADHANA NITR,X ,Q,137.80,144.70,137.20,137.20,137.20,144.40,192,13192,1816233.00,
506655,SUDARSH.CHEM,A ,Q,319.10,326.80,315.40,324.15,326.80,320.75,123,2975,960698.00,
506685,ULTRAMARINE ,X ,Q,198.80,198.80,194.10,194.55,194.50,199.60,88,2225,434217.00,
506687,TRANSPEK    ,X ,Q,1391.00,1414.90,1385.00,1390.55,1393.00,1391.45,53,516,718015.00,
506690,UNICHEM LAB ,B ,Q,172.00,176.00,169.85,173.70,173.95,170.80,62,1298,223418.00,
506734,MYS PETRO   ,X ,Q,62.00,62.70,56.00,61.65,61.80,57.05,5,206,12172.00,
506767,ALKYL AMINES,B ,Q,820.00,820.00,820.00,820.00,820.00,815.00,1,2000,1640000.00,
506808,TUTICORIN.  ,XT,Q,3.80,3.80,3.50,3.50,3.50,3.67,3,230,867.00,
506820,ASTRAZEN.PH.,A ,Q,1917.65,2040.00,1901.10,2003.85,1988.05,1967.15,247,767,1521759.00,
506852,PUN.ALKALI  ,X ,Q,71.00,73.00,68.25,70.00,70.00,69.10,44,29480,2071615.00,
506854,TANFAC IND. ,X ,Q,144.00,146.50,140.60,146.50,146.50,144.35,47,1301,185820.00,
506863,SWADESHI IND,XT,Q,0.63,0.63,0.63,0.63,0.63,0.66,4,142,89.00,
506906,SCBL        ,XT,Q,6.99,7.10,6.60,6.93,6.95,6.81,57,25152,173191.00,
506910,JAYSN DYEST ,X ,Q,55.00,55.00,50.70,50.70,50.70,52.80,2,10,511.00,
506919,MAKERS LAB. ,X ,Q,44.50,44.50,42.90,43.00,43.00,43.35,4,706,31407.00,
506943,J.B.CHEMICAL,B ,Q,369.00,375.00,363.05,373.85,373.55,367.05,111,1466,542121.00,
506981,BL.CHIP TEX ,X ,Q,89.90,89.90,89.30,89.45,89.45,83.40,5,24,2147.00,
507155,JAGATJIT IND,XT,Q,34.80,34.80,32.75,32.75,32.75,33.15,13,950,31811.00,
507180,KESAR ENT.  ,T ,Q,40.60,44.00,40.60,43.45,43.35,42.70,11,2208,90165.00,
507205,TILAKNAG IND,B ,Q,12.00,12.50,11.87,12.29,12.30,12.38,29,11951,148046.00,
507300,RAVALGAON   ,XT,Q,2185.00,2185.00,2015.00,2175.00,2175.00,2120.95,6,6,12678.00,
507315,SAKTHI SUGAR,B ,Q,9.05,9.23,8.61,8.90,8.90,9.03,33,10703,94903.00,
507410,WALCHANDNGR ,B ,Q,79.20,80.50,78.50,79.00,79.00,79.95,790,80941,6438449.00,
507435,KHOD.INDIA  ,XT,Q,59.35,59.40,54.25,59.40,59.40,56.60,8,1260,74397.00,
507438,IFB AGRO    ,B ,Q,350.00,374.45,345.00,360.65,359.95,359.15,39,57,20758.00,
507442,DHARANI SUG ,B ,Q,8.50,8.81,8.50,8.81,8.81,8.71,7,350,3052.00,
507450,THIRU A.SUG.,Z ,Q,5.87,5.87,5.85,5.86,5.86,6.14,5,414,2426.00,
507486,CAPROLA.CHEM,XT,Q,9.50,9.50,9.50,9.50,9.50,9.50,1,100,950.00,
507488,G.M.BREWERI ,B ,Q,445.05,445.05,414.55,424.20,424.20,447.15,355,3612,1548542.00,
507490,RANA SUGARS ,B ,Q,2.71,2.74,2.65,2.71,2.70,2.65,45,64969,175274.00,
507498,PICCADILY SU,X ,Q,6.00,6.48,5.94,6.44,6.44,6.25,10,2100,13482.00,
507514,SOM DISTILL.,T ,Q,120.95,121.95,117.45,121.60,121.95,120.75,20,1220,146961.00,
507515,CJ GELATIN  ,XT,Q,8.07,8.07,8.07,8.07,8.07,7.69,2,300,2421.00,
507525,AMRIT CORP  ,X ,Q,525.00,525.00,525.00,525.00,525.00,540.00,2,5,2625.00,
507526,ASSO.ALCOHOL,X ,Q,171.00,174.40,166.95,168.35,167.25,171.70,162,5143,869651.00,
507552,FOODS & INNS,X ,Q,53.50,53.50,50.05,50.50,50.50,51.20,121,13891,706250.00,
507580,IVP LIMITED ,B ,Q,82.90,82.90,82.90,82.90,82.90,79.10,5,5,414.00,
507598,KLRFM       ,X ,Q,34.50,41.40,32.00,34.95,35.00,34.50,25,1112,39800.00,
507621,MILKFOOD    ,X ,Q,415.00,419.90,400.10,406.55,419.90,411.65,19,236,95248.00,
507645,POLSON LTD. ,X ,Q,9821.10,9840.00,9500.00,9763.00,9750.00,9608.00,6,6,58188.00,
507685,WIPRO LTD.  ,A ,Q,267.00,270.70,264.35,265.55,265.40,267.05,1740,108431,28910792.00,
507690,ORIENT BEVER,X ,Q,70.00,70.00,70.00,70.00,70.00,66.75,1,25,1750.00,
507717,DHAN AGRI   ,B ,Q,412.00,417.00,409.25,410.05,410.00,405.05,61,652,269171.00,
507747,TTK HEALTHCA,B ,Q,588.00,600.00,580.00,587.70,585.00,595.00,12,276,161579.00,
507753,TGVSL       ,X ,Q,28.10,28.10,26.00,27.00,27.00,27.55,168,47225,1282127.00,
507779,KANPUR PLAST,X ,Q,85.25,87.45,85.00,85.05,85.00,86.05,26,1220,104379.00,
507785,TAINWALA CH.,B ,Q,56.95,56.95,53.05,53.10,53.05,55.10,10,45,2442.00,
507789,JAGSON PHAR ,B ,Q,25.40,26.95,24.90,25.60,26.95,25.50,7,15,383.00,
507794,KHAITAN CHEM,X ,Q,8.98,9.86,8.00,8.45,8.45,8.51,35,4253,35937.00,
507813,NATI. OXYGEN,X ,Q,40.00,40.60,39.20,40.00,40.00,39.00,12,472,18933.00,
507815,GILLETTE (I),A ,Q,7499.80,7499.80,7059.15,7103.20,7071.00,7213.85,138,370,2663979.00,
507817,WIRES FABRIK,X ,Q,61.80,61.80,61.55,61.55,61.55,64.75,4,200,12310.00,
507828,ANSALHSG    ,B ,Q,5.56,5.79,5.10,5.74,5.65,5.61,47,7189,39495.00,
507836,MAC CHARLES ,X ,Q,329.00,329.50,329.00,329.50,329.50,325.40,6,115,37842.00,
507864,PION INVEST ,X ,Q,23.80,24.30,21.70,24.30,24.30,24.00,21,1119,25997.00,
